,gmaps_name,gmaps_address,gmaps_latitude,gmaps_longitude,composite_score,yelp_types,gmaps_types,type
5289,ABC,2688 Peachtree Square,33.9240457,-84.2767281,0.0,,"bakery, food",food
5290,Amor y Pasteles,3593 Meadowglenn Village Ln,33.8962724,-84.2319686,0.0,,"bakery, food",food
5291,Panadería Guatemala Linda Guatemala Linda Bakery,3146 Chamblee Dunwoody Rd ste a4,33.8893191,-84.2888553,0.8084421879,,"bakery, food",food
5292,Croissant Bakery LLC,6514 Warren Dr NW,33.9065453,-84.2207444,0.7308521011,,"bakery, food",food
5293,Cape Pies,2715 Peachtree Square,33.9251631,-84.2754544,0.0,,"bakery, food",food
5294,"The Naked Bar (Delivery, Scheduled Pick-up, or Shipping only)",3300 Marjan Dr,33.8854263,-84.2646769,0.845748407,,"bakery, food",food
5295,Roll It Up Ice Cream Atlanta,5150 Buford Hwy NE d110,33.8929088,-84.2847346,0.82249664,,food,food
5296,ICENY Ice Cream,5177-B Buford Hwy NE,33.8936407,-84.2832896,0.875858864,,food,food
5297,Yaki Yaki Waffles & Beverages,6035 Peachtree Rd,33.9075355,-84.2879905,0.827432515,,"restaurant, food",food
5298,Meiya Meiya Dessert,5177-A Buford Hwy NE,33.8936158,-84.2833754,0.0,,"restaurant, food",food
5299,Meet Fresh,6035 Peachtree Blvd SUITE A116,33.9073784,-84.2874107,0.7483526093,,food,food
5300,4.0 Ice Cream & Drinks,6035 Peachtree Rd SUITE A201 FIRST STORE ON THE 2ND FLOOR,33.9076994,-84.2868499,0.6799412263,,"cafe, food",food
5301,Mexico Lindo Heladería,5600 Buford Hwy NE Suite 105,33.9052181,-84.2720085,0.6019522904,,food,food
5302,Conscious Cobblers,3300 Marjan Dr,33.8854263,-84.2646769,0.8432960468,,food,food
5303,도라빌 하얀풍차,5881 Buford Hwy NE,33.9108003,-84.264477,0.8079421181,,"restaurant, food",food
5304,First Batch Artisan Foods,3661 Presidential Pkwy,33.8829771,-84.2687622,0.727942118,,food,food
5305,Simply Blueberry,3300 Marjan Dr,33.8854263,-84.2646769,0.0,,food,food
5306,Tiger Sugar [DORAVILLE],6035 Peachtree Rd #216,33.9073608,-84.2873766,0.636384306,,"cafe, food",food
5307,La Granja,2600 Pleasantdale Rd # 11,33.9214744,-84.2479171,0.774190595,,food,food
5308,Mochibees,6035 Peachtree Rd,33.9078102,-84.2880713,0.7556784419,,"bakery, food",food
5309,Baskin-Robbins,5558 Peachtree Industrial Blvd,33.8995358,-84.3015208,0.4348996289,,"bakery, food",food
5310,"Qt's Sweet Treats, Sweets by the POUND",7100 Winter Trail Rd NW,33.9423714,-84.2683107,0.0,,food,food
5311,La Nina Ice Cream Factory,4166 Buford Hwy NE b16,33.8642215,-84.3080155,0.6633899935,,food,food
5312,La Churreria Cafe & Bakery,5730 Buford Hwy Ste. G,33.9396352,-84.209127,0.6782312976,,"restaurant, bakery, food",food
5313,Kang's Kitchen BBQ Duluth (강식당),2255 Pleasant Hill Rd Suite 400,33.9613002,-84.1399643,0.7813469218,,"restaurant, food",food
5314,Olive Garden Italian Restaurant,3565 Mall Blvd NW,33.957986,-84.132402,0.7797108268,,"bar, mealtakeaway, restaurant, food",food
5315,The Melting Pot,"Mall Corners Shopping Center, 3610 Satellite Blvd NW",33.957249,-84.1352433,0.8039794862,,"restaurant, food",food
5316,Bahama Breeze,3590 Breckinridge Blvd,33.949181,-84.127068,0.8341840649,,"bar, mealtakeaway, restaurant, food",food
5317,BBMyun,"b14&15, 2180 Pleasant Hill Rd",33.960317,-84.1340255,0.7466860403,,"restaurant, food",food
5318,Grapevine Restaurant,1775 Pleasant Hill Rd,33.9481132,-84.1280242,0.60051579,,"restaurant, food",food
5319,Caribbean Fiesta,3520 Breckinridge Blvd #113,33.949988,-84.1258037,0.7855398414,,"bar, restaurant, food",food
5320,Chili's Grill & Bar,3520 Gwinnett Pl Dr NW,33.9562693,-84.1291253,0.7452836652,,"restaurant, bar, food",food
5321,Cap't Loui Duluth,3330 Satellite Blvd Suite 4,33.9633678,-84.1253224,0.814517939,,"restaurant, food",food
5322,Steami's Lobster,3350 Steve Reynolds Blvd Ste 206,33.9531941,-84.1398034,0.8341123683,,"mealtakeaway, restaurant, food",food
5323,Okiboru Duluth,3614 Satellite Blvd,33.9571284,-84.1353715,0.7778686891,,"restaurant, food",food
5324,Kabobs House,3780 Old Norcross Rd Suite 305,33.9613376,-84.142395,0.6511076252,,"restaurant, mealtakeaway, food",food
5325,Honey Pig,3473 Old Norcross Rd #304,33.9662109,-84.1333068,0.7950006729,,"restaurant, food",food
5326,Banh Mi Café,3512 Satellite Blvd Suite 7,33.9605542,-84.1322405,0.840900033,,"cafe, restaurant, food",food
5327,Royal China Restaurant,3960 Venture Dr,33.9484987,-84.1418425,0.71370458,,"restaurant, food",food
5328,What The Pho,2442 Pleasant Hill Rd # 3A,33.9661422,-84.1412235,0.7649554431,,"restaurant, food",food
5329,678 Korean BBQ,3880 Satellite Blvd,33.95335,-84.142241,0.7990104213,,"restaurant, food",food
5330,The Juicy Crab Duluth,2205 Pleasant Hill Rd,33.9604225,-84.1378682,0.8719026921,,"mealtakeaway, restaurant, food",food
5331,VeGreen Vegan Fusion Restaurant,3780 Old Norcross Rd #106,33.9611652,-84.1440495,0.8783031999,,"restaurant, food",food
5332,Kababji Grill llc,3640 Satellite Blvd,33.9568894,-84.1362711,0.8185842043,,"restaurant, food",food
5333,Georgia Diner,1655 Pleasant Hill Rd,33.9463012,-84.1267577,0.7501364317,,"restaurant, food",food
5334,Kabob-ish,3555 Gwinnett Pl Dr NW #105,33.9566351,-84.1310456,0.7734833495,,"restaurant, food",food
5335,Pad Thai,2180 Pleasant Hill Rd b3,33.9609016,-84.1339874,0.7958842361,,"restaurant, food",food
5336,Jang Su Jang,3645 Satellite Blvd,33.9571101,-84.1388189,0.8285969781,,"restaurant, food",food
5337,East Pearl Seafood Restaurant,1810 Liddell Ln,33.9484436,-84.1316737,0.7448521129,,"restaurant, food",food
5338,Who's Got Soul Southern Grill Duluth,3580 Breckinridge Blvd,33.9497541,-84.1271032,0.7110325237,,"restaurant, food",food
5339,YUKI Asian Fusion,2205 Pleasant Hill Rd Suite 105,33.9609142,-84.1370636,0.7837623161,,"restaurant, food",food
5340,The African Grill Duluth,3665 Club Dr #102,33.942101,-84.12562,0.779939002,,"restaurant, food",food
5341,Humble House,2300 Pleasant Hill Rd,33.9639558,-84.1347488,0.7479421181,,"restaurant, food",food
5342,Red Lobster,2055 Pleasant Hill Rd,33.955505,-84.132797,0.7897797132,,"restaurant, food",food
5343,Pop Pot,2180 Pleasant Hill Rd B1,33.9609482,-84.1340604,0.7567008505,,"restaurant, food",food
5344,Pepitazo,3099 Breckinridge Blvd #209b,33.9570611,-84.1123222,0.8928933818,,"restaurant, food",food
5345,El Torero Mexican Restaurant,3656 Satellite Blvd,33.9568758,-84.1368963,0.8048521129,,"restaurant, food",food
5346,Hannah's Kitchen,3083 Breckinridge Blvd #100,33.9574781,-84.1123478,0.8163320894,,"restaurant, food",food
5347,Del Maiz Bistro,1500 Pleasant Hill Rd suite 116,33.9422179,-84.1212403,0.7461702503,,"restaurant, food",food
5348,Waffle House,1825 Pleasant Hill Rd,33.9498981,-84.1289237,0.7159033687,,"mealtakeaway, restaurant, food",food
5349,Las Costas Nayaritas,1555 Pleasant Hill Rd,33.9427594,-84.1243217,0.866993452,,"restaurant, food",food
5350,K BBQ Factory,3885 Venture Dr,33.9508695,-84.1415782,0.769806649,,"restaurant, food",food
5351,Mexican Seafood Bar & Grill,1555 Pleasant Hill Rd,33.9427751,-84.1244092,0.8144320156,,"restaurant, food",food
5352,la Madeleine,2255 Pleasant Hill Rd Suite 480 Ste 480,33.9619297,-84.1390313,0.7573449456,,"restaurant, food",food
5353,Haru Ichiban Japanese Restaurant,3646 Satellite Blvd,33.9568473,-84.1363878,0.8503903595,,"restaurant, food",food
5354,Pleasant BBQ Garden,1630 Pleasant Hill Rd #220,33.9458507,-84.1238949,0.7394885781,,"restaurant, food",food
5355,New Super Pho,3330 Satellite Blvd #5,33.9634164,-84.1255159,0.7237623161,,"restaurant, food",food
5356,Naan N Curry,3083 Breckinridge Blvd #210,33.95802,-84.112036,0.7528228619,,"restaurant, food",food
5357,Amazing Burger,3780 Old Norcross Rd #302,33.9614477,-84.1421675,0.7804250086,,"restaurant, food",food
5358,Xi'an Gourmet House,3875 Venture Dr a6,33.9522307,-84.1414524,0.7628609411,,"restaurant, food",food
5359,Uncle Gin's Kgrill & Pocha 삼촌네 갈비 & 삼촌네 포차,3525 Mall Blvd NW #3,33.9596286,-84.1315809,0.6937263046,,"bar, restaurant, food",food
5360,Los Recuerdos Colombian Restaurant,1455 Pleasant Hill Rd #807b,33.940672,-84.1241469,0.6986191682,,"restaurant, bar, food",food
5361,Seoul Korean BBQ 서울갈비,3490 Gwinnett Pl Dr NW,33.9579195,-84.1280051,0.7031852619,,"restaurant, food",food
5362,Applebee's Grill + Bar,2095 Pleasant Hill Rd,33.9572146,-84.1339903,0.6659898528,,"restaurant, bar, food",food
5363,Red Lantern Chinese Cuisine,1630 Pleasant Hill Rd a2,33.9469938,-84.1234151,0.8023741336,,"restaurant, food",food
5364,Fumi Hibachi and Sushi,3550 Mall Blvd NW,33.9575874,-84.1314716,0.7160968213,,"restaurant, food",food
5365,Iron Age Korean Steak House - Duluth,2131 Pleasant Hill Rd,33.9541717,-84.1339697,0.8348868076,,"restaurant, food",food
5366,E.M. Bop Korean BBQ,2442 Pleasant Hill Rd,33.9661965,-84.1413353,0.7878160713,,"restaurant, food",food
5367,족과의동침 둘루스,3751 Satellite Blvd #600,33.9567357,-84.1396891,0.8134513288,,"restaurant, food",food
5368,North Dumpling,2180 Pleasant Hill Rd b5,33.9608335,-84.1339923,0.5503067189,,"restaurant, food",food
5369,Sky BBQ,1630 Pleasant Hill Rd,33.9475406,-84.1234134,0.716384306,,"restaurant, food",food
5370,Bezoria - Duluth,2131 Pleasant Hill Rd Suite 153,33.9564479,-84.133722,0.8027406685,,"restaurant, food",food
5371,Hibachi Buffet,1825 Liddell Ln,33.949031,-84.130643,0.7469076302,,"mealtakeaway, restaurant, food",food
5372,YH's BBQ & Crab,2180 Pleasant Hill Rd Suite B8,33.9606127,-84.1339442,0.7138058772,,"restaurant, food",food
5373,THE 901,3505 Gwinnett Pl Dr NW #105,33.9575294,-84.1287539,0.8043622035,,"nightclub, bar, restaurant, food",nightclub
5374,Mazzy's Sports Tavern (Duluth),3855 Venture Dr,33.9514814,-84.1402981,0.792062748,,bar,bar
5375,Sweetwater Bar and Grill,2920 Old Norcross Rd,33.9516953,-84.1027352,0.7466140818,,"nightclub, bar, restaurant, food",nightclub
5376,Sportstime Bar & Grille,3675 Satellite Blvd NW #1030,33.9594367,-84.135922,0.7070545631,,"nightclub, bar, restaurant, food",nightclub
5377,Sapphire Restaurant & Bar,"Howell Center Shopping Center, 3585 Peachtree Industrial Blvd Suite 154",34.0001036,-84.1699732,0.6828609411,,"restaurant, nightclub, bar, food",nightclub
5378,Theory Restaurant & Lounge,3695 Club Dr Suite-B,33.9422545,-84.1261316,0.7639794862,,"restaurant, nightclub, bar, food",nightclub
5379,ArtBar,1775 Pleasant Hill Rd,33.9477876,-84.1282037,0.7187906022,,bar,bar
5380,Johnnys Sports Bar and Grill,1455 Pleasant Hill Rd #110,33.9392394,-84.1220958,0.6891384006,,"nightclub, bar, restaurant, food",nightclub
5381,SALSITA BAR & GRILL,1154 Lawrenceville Hwy,33.9377359,-84.016825,0.8489579779,,"bar, restaurant, food",food
5382,Encore KTV Lounge,3865 Venture Dr B,33.9521139,-84.140655,0.7139205937,,"bar, nightclub, restaurant, food",nightclub
5383,Vice Lounge,45 Satellite Blvd NW,34.0391292,-84.0545326,0.8127222916,,"nightclub, bar, restaurant, food",nightclub
5384,Empire Lounge,2671 Centerville Hwy,33.8378351,-84.0345457,0.7531730972,,"nightclub, bar, restaurant, food",nightclub
5385,Dillons Restaurant & Sports Bar,850 Dogwood Rd B500,33.8903818,-84.0616287,0.8006797029,,"bar, restaurant, food",food
5386,Luxor Karaoke & Bar,2472 Pleasant Hill Rd,33.9668509,-84.1420631,0.6574866417,,"nightclub, bar, restaurant, food",nightclub
5387,McCray’s Tavern Lawrenceville,100 N Perry St,33.956357,-83.989878,0.7892970463,,"bar, restaurant, food",food
5388,RED Lounge Duluth,2442 Pleasant Hill Rd #1b,33.9663213,-84.1414804,0.7517522896,,"nightclub, bar, restaurant, food",nightclub
5389,Tavern At Medlock,3230 Medlock Bridge Rd #101,33.9625672,-84.2079452,0.771359855,,"restaurant, bar, food",food
5390,European Sports Bar,219 Gwinnett Dr,33.9432591,-83.9928247,0.7962790072,,"bar, restaurant, food",food
5391,Summits Wayside Tavern,3334 Stone Mountain Hwy A,33.8480475,-84.0473364,0.8154257666,,"bar, restaurant, food",food
5392,Hush Sports Bar & Lounge,2077 Beaver Ruin Rd #140,33.93347,-84.18224,0.4632960468,,"bar, nightclub, restaurant, food",nightclub
5393,Rodeo Karaoke & Bar,3505 Gwinnett Pl Dr NW Suite 104,33.9572643,-84.129043,0.2744320156,,bar,bar
5394,Congas Bar & Grill,3750 Venture Dr,33.951802,-84.1339735,0.6101104575,,"nightclub, bar, restaurant, food",nightclub
5395,Tony's Sports Bar & Grill,2590 Peachtree Industrial Blvd,34.0216281,-84.1372238,0.7001944776,,bar,bar
5396,O2 Bar Tolowa,3473 Old Norcross Rd,33.966288,-84.1338587,0.2913163915,,bar,bar
5397,Sound of Music Karaoke Restaurant,3525 Mall Blvd NW,33.9600063,-84.1315461,0.6472327902,,"nightclub, bar, restaurant, food",nightclub
5398,Breakaway Grill,2300 Satellite Blvd,33.9792693,-84.0905877,0.7125881893,,"bar, restaurant, food",food
5399,Marlow's Tavern,1950 Satellite Blvd,33.9907172,-84.0861021,0.8544351682,,"beautysalon, bar, restaurant, food",food
5400,Iron Horse Tavern,29 Jones St NW #2505,33.9423688,-84.2127973,0.7894567081,,"bar, restaurant, food",food
5401,Eagles Sports Bar,327 Arcado Rd NW,33.9003867,-84.1200921,0.8190780869,,bar,bar
5402,The Cigar Bar,1350 Scenic Hwy N Suite424,33.8991856,-84.0022693,0.7098944085,,bar,bar
5403,Sportsline Bar & Grille,2100 Riverside Pkwy #104,33.9679222,-84.0334194,0.7285235076,,bar,bar
5404,Will Henry's Tavern,3315 Sugarloaf Pkwy,33.9218188,-84.0136596,0.7963983609,,bar,bar
5405,The Pour Pony Mobile Bar,1082 Lake Washington Dr NW,33.9866848,-84.0486046,0.8373062191,,bar,bar
5406,Gwen Tajz Wine Bar,3129 Main St,34.002698,-84.1452339,0.8282334217,,"bar, food",food
5407,Agit Lounge Restaurant,3492 Satellite Blvd #140,33.9624205,-84.1316489,0.7255924937,,bar,bar
5408,CBD Shisha Hookah Lounge,3580 Breckinridge Blvd,33.9498494,-84.126874,0.6744320156,,"nightclub, bar, health",nightclub
5409,Jewlz Bar & Lounge,1365 Grayson Hwy #112,33.9135137,-83.971099,0.7300327545,,"nightclub, bar",nightclub
5410,Lucky Billiard & Bar,880 Indian Trail Lilburn Rd NW #r,33.9057688,-84.1536173,0.7008180294,,bar,bar
5411,Assa Tech Karaoke,3230 Steve Reynolds Blvd #117,33.9583716,-84.1400952,0.7626654373,,"nightclub, bar",nightclub
5412,Hooters,3550 Gwinnett Pl Dr NW,33.9557931,-84.1299996,0.6413297022,,"mealdelivery, mealtakeaway, bar, restaurant, food",food
5413,LIve Karaoke & Bar,1291 Old Peachtree Rd NW,34.0050533,-84.0846787,0.6838799219,,"nightclub, bar",nightclub
5414,MoonShadow Tavern,3976 Lawrenceville Hwy,33.8506248,-84.2190548,0.817507016,,bar,bar
5415,Ibiza Lounge,4500 Satellite Blvd #1310,33.9416268,-84.1604963,0.770310814,,"restaurant, nightclub, bar, food",nightclub
5416,Eastside Station,2166 Highpoint Rd,33.8507963,-84.042603,0.755003923,,"bar, restaurant, food",food
5417,Hooters,860 Duluth Hwy Suite 900,33.9669837,-84.0186223,0.6286309579,,"mealdelivery, mealtakeaway, bar, restaurant, food",food
5418,Local Tap,2660 Mall of Georgia Blvd,34.0662162,-83.9755569,0.578311938,,bar,bar
5419,Truck & Tap Duluth,3137 Main St,34.0025679,-84.1455458,0.8190342185,,"bar, restaurant, food",food
5420,Georgia French Bakery & Cafe,3512 Satellite Blvd,33.9606684,-84.1322258,0.8805845573,,"bakery, mealtakeaway, cafe, restaurant, food",food
5421,Paris Baguette,3492 Satellite Blvd,33.9623504,-84.1315577,0.7726811013,,"bakery, cafe, restaurant, food",food
5422,Cafe 104,3705 Old Norcross Rd,33.9636478,-84.1414936,0.6893316445,,"cafe, food",food
5423,Starbucks,3675 Satellite Blvd,33.9595047,-84.1355109,0.7242478018,,"cafe, restaurant, food",food
5424,The Coffee By Hand,2180 Pleasant Hill Rd,33.9616524,-84.1345288,0.8036254254,,"cafe, restaurant, food",food
5425,Orange Coffee Bar,3473 Old Norcross Rd #107,33.9660421,-84.1344291,0.7842569048,,"cafe, food",food
5426,Aroma Cafe,198 Gwinnett Dr,33.9438322,-83.9927843,0.7406022659,,"cafe, food",food
5427,Starbucks,1550 Pleasant Hill Rd,33.9431834,-84.1230687,0.7049554431,,"cafe, restaurant, food",food
5428,Starbucks,860 Duluth Hwy,33.9667765,-84.022371,0.7278833444,,"cafe, restaurant, food",food
5429,Hansel & Gretel Bakery Cafe,2131 Pleasant Hill Rd #101,33.9543681,-84.1341263,0.7676582503,,"bakery, cafe, food",food
5430,Refuge Coffee Co. Norcross,127 S Peachtree St Suite C,33.9405226,-84.2138319,0.8189903274,,"cafe, food",food
5431,Starbucks,4825 Sugarloaf Pkwy,33.9551339,-84.052392,0.6688458307,,"cafe, restaurant, food",food
5432,Peachy Corners Cafe,6365 Spalding Dr D,33.9689345,-84.2570923,0.8652760804,,"cafe, restaurant, food",food
5433,Einstein Bros. Bagels,900 Duluth Hwy Ste 500 Ste 500,33.9674186,-84.0238519,0.776832896,,"cafe, bakery, restaurant, food",food
5434,Starbucks,1528 Indian Trail Lilburn Rd NW,33.9207453,-84.168334,0.751397711,,"cafe, restaurant, food",food
5435,Einstein Bros. Bagels,3675 Satellite Blvd,33.9601291,-84.1359535,0.6954154189,,"cafe, bakery, restaurant, food",food
5436,Tropical Smoothie Cafe,860 Duluth Hwy Building 300 Suite 310,33.9671679,-84.022473,0.4995061175,,"cafe, restaurant, food",food
5437,Starbucks,665 Duluth Hwy,33.9660997,-84.0089814,0.7197669267,,"cafe, restaurant, food",food
5438,Starbucks,5485 Jimmy Carter Blvd,33.908425,-84.2058088,0.7052369852,,"cafe, restaurant, food",food
5439,Cafe Thanks,3235 Satellite Blvd Suite 290,33.9638167,-84.1199835,0.0,,"cafe, food",food
5440,Cafe Window,1630 Pleasant Hill Rd c5,33.9477218,-84.1237614,0.513510102,,"cafe, food",food
5441,Vincent Bakery Cafe,2442 Pleasant Hill Rd,33.966349,-84.141509,0.8121105573,,"cafe, bakery, food",food
5442,Quynh Cafe | Smoothie • Chè • Coffee • Tea • Dessert,3665 Club Dr #102A,33.942101,-84.12562,0.781266687,,"cafe, food",food
5443,Sweet Love Brunch Cafe,2385 Pleasant Hill Rd Suite B2,33.9644699,-84.141571,0.7491885443,,"cafe, restaurant, food",food
5444,Mozart Bakery & Cafe,2131 Pleasant Hill Rd,33.954424,-84.1326056,0.7840334267,,"bakery, cafe, food",food
5445,7 Leaves Cafe - Duluth,4020 Satellite Blvd ste 118,33.9510362,-84.1468076,0.8252483372,,"cafe, food",food
5446,Hat Nang Coffee & Bida,1630 Pleasant Hill Rd #100A,33.9469039,-84.1232534,0.7173062191,,"cafe, food",food
5447,Sweet Hut Bakery & Cafe,"Beechwood Promenade, 2180 Pleasant Hill Rd Suite 18",33.9622972,-84.1351644,0.853819474,,"bakery, cafe, restaurant, food",food
5448,Long’s Cafe 2,1630 Pleasant Hill Rd Suite 110-A,33.9476301,-84.1232283,0.8,,"cafe, food",food
5449,Coffee 4 U,3820 Satellite Blvd,33.9543825,-84.1406073,0.8,,"cafe, food",food
5450,Sam's Club Cafe,3450 Steve Reynolds Blvd,33.9502798,-84.1366911,0.008442188,,"cafe, mealtakeaway, restaurant, food",food
5451,Mac Lab | Bakery & Cafe,2131 Pleasant Hill Rd #135,33.9565415,-84.1349121,0.8040469434,,"bakery, cafe, food",food
5452,Cuckoo's Cafe,3182 Steve Reynolds Blvd suite #110,33.9581602,-84.141357,0.8081802966,,"cafe, food",food
5453,Wich Tea Banh Mi & Café,3350 Steve Reynolds Blvd Suite 303,33.9532404,-84.1399981,0.8526225476,,"mealtakeaway, cafe, restaurant, food",food
5454,Nom Nom Tea & Bites,1500 Pleasant Hill Rd #106,33.9434041,-84.1221623,0.7640469434,,"cafe, restaurant, food",food
5455,Chai Spot ATL,3099 Breckinridge Blvd Suite 107A,33.9569061,-84.1129594,0.7708163216,,"cafe, food",food
5456,White Windmill,3230 Steve Reynolds Blvd,33.9578859,-84.1410909,0.7806134253,,"cafe, food",food
5457,Snowflake Tea House,2180 Pleasant Hill Rd,33.9619296,-84.1348338,0.7587584396,,"cafe, restaurant, food",food
5458,Cafe Blue,2005 Boggs Rd NW Suite 100,33.9697207,-84.0968248,0.853271449,,"cafe, food",food
5459,Cafe Flat,2227 Duluth Hwy #109,33.9773355,-84.0994267,0.8296149278,,"cafe, food",food
5460,The Catfe,426 Bethesda School Rd,33.9228037,-84.083827,0.8625903358,,"cafe, food",food
5461,Mochinut Duluth,2131 Pleasant Hill Rd #110,33.9548179,-84.1344329,0.8108440648,,"cafe, bakery, restaurant, food",food
5462,Cafe Rothem 까페 로뎀,3585 Peachtree Industrial Blvd #128,34.0004023,-84.1697121,0.8637636601,,"cafe, restaurant, food",food
5463,FENG CHA,3675 Satellite Blvd Suite 1020,33.9595983,-84.1360564,0.8212429625,,"cafe, food",food
5464,Art's Bakery and Cafe,4500 Satellite Blvd #1170,33.942466,-84.1592683,0.8556749781,,"bakery, cafe, food",food
5465,TwoHa's Cafe,2645 N Berkeley Lake Rd NW STE 231,33.9751093,-84.1577602,0.7370974529,,"cafe, food",food
5466,Nak Won Rice Cake(낙원떡집 둘루스),3525 Mall Blvd NW #7d,33.9604329,-84.1313927,0.746871117,,"cafe, restaurant, food",food
5467,Matcha Cafe Maiko - Duluth,2131 Pleasant Hill Rd #139,33.9567374,-84.1346809,0.825992993,,"cafe, food",food
5468,Cafe Amico,5900 Sugarloaf Pkwy #525,33.9804027,-84.0803057,0.7743212307,,"cafe, food",food
5469,The Peachtree Cafe,30 S Clayton St Suite 200,33.9522389,-83.9878674,0.8207826885,,"restaurant, cafe, food",food
5470,Break Coffee Roasters,3122 Hill St NW,34.0034065,-84.145892,0.8070744548,,"cafe, food",food
5471,Glaze Tea Duluth,2205 Pleasant Hill Rd # 125,33.9606258,-84.1375776,0.8488993592,,"cafe, food",food
5472,Cafe New Life,4181 Steve Reynolds Blvd #103,33.9315535,-84.1464469,0.60051579,,"cafe, food",food
5473,Cafe Blue In Buford,3200 Woodward Crossing Blvd Ste103,34.0681475,-83.981265,0.8151424427,,"cafe, food",food
5474,Coffee That Matters by Phoenix Roasters,2640 Old Peachtree Rd NW C,34.0077366,-84.128918,0.867432515,,"cafe, food",food
5475,Xing Fu Tang,2476 Pleasant Hill Rd,33.9672459,-84.1425865,0.8242569048,,"cafe, food",food
5476,Unbelibubble Tea House,3865 Venture Dr A,33.9520779,-84.1407517,0.8071153544,,"cafe, food",food
5477,Boulder Creek Coffee,233 E Crogan St,33.9566793,-83.9869963,0.809394339,,"cafe, restaurant, food",food
5478,The Atrium,5479 Memorial Dr,33.7986857,-84.2135699,0.7219000738,,"bar, restaurant, food",food
5479,The Velvet Note,4075 Old Milton Pkwy,34.059977,-84.242261,0.8395416602,,"nightclub, bar",nightclub
5480,37 Main Restaurant + Bar,37 E Main St NE,34.1202016,-84.005392,0.8320859175,,"bar, nightclub, restaurant, food",nightclub
5481,The Hudgens Center for Art & Learning,"Building #300, Gwinnett Convention Center & Arena, 6400 Sugarloaf Pkwy",33.9874096,-84.0929526,0.7633899935,,"artgallery, touristattraction, museum",artgallery
5482,Ashiana Banquet Halls,5675 Jimmy Carter Blvd STE 101,33.9147453,-84.2073601,0.6701595057,,"restaurant, food",food
5483,The Atrium,139 N Norcross Tucker Rd,33.9356069,-84.2163149,0.812984661,,food,food
5484,Nam Dae Mun Farmers Market,850 Dogwood Rd,33.8906564,-84.0606682,0.7970143151,,"supermarket, groceryorsupermarket, food",food
5485,Nam Dae Mun Farmers Market,3825 Shackleford Rd,33.9481141,-84.1351799,0.8329644519,,"supermarket, groceryorsupermarket, food",food
5486,Nam Dae Mun Farmers Market,4805 Lawrenceville Hwy,33.894653,-84.1425597,0.8076484808,,"supermarket, groceryorsupermarket, food",food
5487,Lawrenceville Market,Lawrenceville-Suwanee Rd,33.9704613,-84.0166696,0.8149905923,,shoppingmall,shoppingmall
5488,Snellville Farmers Market,2342 Oak Rd SW,33.8575696,-84.0144138,0.8180684143,,"restaurant, food",food
5489,Living Well Farmers Market,400 Buford Hwy NE Suite 1102,34.0548451,-84.0666673,0.8587906022,,"groceryorsupermarket, health, food",food
5490,Sprouts Farmers Market,1250 Scenic Hwy S Ste 1704,33.9005343,-84.003926,0.8270613562,,"groceryorsupermarket, supermarket, health, food",food
5491,The Markets at Sugarloaf,3315 Sugarloaf Pkwy,33.9214547,-84.0131467,0.0,,"groceryorsupermarket, food",food
5492,Nam Dae Mun Farmers Market,5158 Memorial Dr Suite 402,33.7980396,-84.2247573,0.774056479,,"supermarket, groceryorsupermarket, food",food
5493,City Farmers Market,1630 Pleasant Hill Rd,33.9472232,-84.1234349,0.7885877159,,"supermarket, groceryorsupermarket, food",food
5494,City Farmers Market,4002 US-78,33.8362791,-84.0680098,0.7928405143,,"groceryorsupermarket, food",food
5495,Sprouts Farmers Market,5130 Peachtree Pkwy Ste 100,33.9812924,-84.2140485,0.8006797029,,"groceryorsupermarket, supermarket, health, food",food
5496,Dukkan International Market,1455 Pleasant Hill Rd Suite 402,33.9392475,-84.1231616,0.8271153544,,"supermarket, groceryorsupermarket, bakery, restaurant, food",food
5498,Sprouts Farmers Market,3630 Peachtree Pkwy Ste 99,34.070205,-84.170628,0.7668096074,,"groceryorsupermarket, supermarket, health, food",food
5499,Publix Super Market at Duluth Station,2750 Buford Hwy,34.0070782,-84.1302433,0.8456398223,,"supermarket, florist, liquorstore, groceryorsupermarket, bakery, food",food
5500,Sherry's Produce,3863 Lawrenceville Hwy,33.8491731,-84.2236239,0.8690832456,,"groceryorsupermarket, food",food
5501,Publix Super Market at Promenade at Pleasant Hill,1625 Pleasant Hill Rd Ste 200,33.9438321,-84.1281714,0.8264262509,,"supermarket, florist, liquorstore, groceryorsupermarket, bakery, food",food
5502,Duluth Lobster Market,2933 Pleasant Hill Rd Ste 8A,33.9771239,-84.154313,0.8084421879,,"groceryorsupermarket, food",food
5503,Gwinnett Marketfair,3675 Satellite Blvd,33.9588344,-84.1370871,0.7829221075,,shoppingmall,shoppingmall
5504,Nells produce market,,34.0197893,-84.2781056,0.6973062191,,"groceryorsupermarket, food",food
5505,Market Place,1500 Pleasant Hill Rd,33.9427093,-84.1222082,0.8032092691,,shoppingmall,shoppingmall
5506,Publix Super Market at Merton Walk,911 Duluth Hwy,33.9695177,-84.0236729,0.8373733507,,"supermarket, florist, liquorstore, groceryorsupermarket, bakery, food",food
5507,Publix Super Market at The Shops at Huntcrest,1030 Old Peachtree Rd NW,33.9983578,-84.0681098,0.8500097823,,"supermarket, florist, liquorstore, groceryorsupermarket, bakery, food",food
